Company Name,Ticker Symbol,Industry Name,SIC Code,Exchange Code,Stock Price,Trading Volume,# of shares outstanding,Market Cap,Total Debt,Firm Value,Enterprise Value,Cash,Revenues: Last yr,Trailing 12-mth Revenues,Current PE,Trailing PE,Forward EPS,Forward PE,PEG Ratio,PBV Ratio,PS Ratio,EV/EBIT,EV/EBITDA,EV/ Invested Capital,Value/BV of Capital,EV/Sales,EV/ Trailing Sales,Growth in EPS: Last 5 years,Expected Growth in EPS: next 5 years,Expected Growth in Revenues: next 5 years,Growth in Revenue- last year, 3-yr Regression Beta,Value Line Beta,HiLo risk,3-yr Standard Deviation (Stock Price),Reinvestment,Correlation,Payout Ratio,Reinvestment Rate,ROE,ROC,Net Margin,Pre-tax Operating Margin,Invested Capital,Book Value of Equity,BV of Assets,Non-cash WC,Chg in non-cash WC,Net Income,EBIT,EBIT(1-t),EBITDA,FCFF,Eff Tax Rate,Non-cash WC as % of Revenues,Cash as % of Firm Value,Cash as % of Revenues,Cash as % of Total Assets,Capital Expenditures,Depreciation,SG&A Expenses,Trailing Revenues,Trailing Net Income,Dividends,Intangible Assets/Total Assets,Fixed Assets/Total Assets,Market D/E,Market Debt to Capital,Book Debt to Capital,Dividend Yield,Insider Holdings,Institutional Holdings
Iteris Inc,ITI,Precision Instrument,3800,AMS,$1.50,58600,34.2,$49.70,7.3,$57.00,$50.60,$6.40,$69.40,$62.40,4.73,5.34,NA,NA,NA,0.90,0.72,7.33,6.25,0.90,0.91,0.73,0.81,NA,NA,NA,3.99%,1.36,0.95,0.30,0.5349,-$2.04,28.42%,0.00%,-29.62%,18.95%,12.26%,15.13%,9.94%,56.3,$55.40,$76.10,$16.30,-$1.64,$10.50,$6.90,$6.90,$8.10,$8.94,0.00%,23.49%,11.23%,9.22%,8.41%,$0.80,$1.20,$22.10,$62.40,$9.30,$0.00,36.66%,4.20%,14.69%,12.81%,11.64%,0.00%,NA,39.54%
ITEX Corp,ITEX,Financial Svcs. (Div.),6100,NDQ,$0.80,18666,17.9,$14.30,0,$14.30,$11.70,$2.60,$16.50,$16.50,23.83,17.88,$0.14,5.71,NA,1.02,0.87,6.50,4.50,1.03,1.02,0.71,0.71,NA,NA,NA,3.14%,1.15,0.75,0.41,0.4761,-$0.70,25.20%,0.00%,-65.86%,4.29%,9.32%,3.64%,10.91%,11.4,$14.00,$16.70,-$0.20,$0.00,$0.60,$1.80,$1.06,$2.60,$1.76,40.95%,-1.21%,18.18%,15.76%,15.57%,$0.10,$0.80,$2.30,$16.50,$0.80,$0.00,29.34%,1.20%,0.00%,0.00%,0.00%,0.00%,NA,1.49%
ITIS Holdings Inc,ITHH,Internet,7370,NDQ,$0.01,3359,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,-$0.20,$0.00,NA,NA,NA,NA,NA,NA,NA,NA
Itron Inc.,ITRI,Wireless Networking,7380,NDQ,$67.57,717907,34.5,"$2,748.10",1190,"$3,938.10","$3,793.70",$144.40,"$1,909.60","$1,643.00",23.37,28.48,$2.24,30.17,2.03,2.65,1.44,13.38,11.26,1.82,1.77,1.99,2.31,25.00%,11.50%,7.00%,15.87%,1.52,1.15,0.27,0.5398,-$12.20,34.09%,0.00%,-5.58%,11.36%,10.51%,6.16%,14.85%,2081,"$1,035.40","$2,871.20",$159.70,-$22.30,$117.60,$283.50,$218.67,$336.80,$230.87,22.87%,8.36%,3.67%,7.56%,5.03%,$63.40,$53.30,$416.70,"$1,643.00",$96.50,$0.00,61.57%,10.72%,43.30%,30.22%,53.47%,0.00%,1.60%,96.80%
Itronics Inc,ITRO,Environmental,4953,NDQ,$0.00,5619442,1000,$18.30,4.6,$22.90,$22.80,$0.10,$2.30,$2.10,NA,NA,NA,NA,NA,NA,7.96,NA,NA,NA,NA,9.91,10.86,NA,NA,NA,-60.97%,NA,0.3,NA,NA,$1.15,NA,NA,NA,NA,NA,-456.52%,-116.74%,-11.2,-$15.70,$4.40,-$14.40,$1.25,-$10.50,-$2.69,-$2.69,-$2.49,-$3.84,0.00%,-626.09%,0.44%,4.35%,2.27%,$0.10,$0.20,$2.90,$2.10,-$3.30,$0.00,2.27%,65.91%,25.14%,20.09%,NA,0.00%,NA,NA
ITT Corp.,ITT,Diversified Co.,9913,NYS,$49.74,1618879,181.8,"$9,067.20",2146.9,"$11,214.10","$10,249.20",$964.90,"$11,694.80","$10,979.80",12.24,13.61,$3.94,12.62,1.63,2.96,0.78,6.75,5.71,2.42,2.15,0.88,0.93,14.50%,7.50%,5.00%,29.73%,1.1,1,0.28,0.2853,-$75.32,56.08%,28.53%,-6.96%,24.21%,25.51%,6.34%,12.98%,4241.9,"$3,059.90","$10,480.20",$747.80,-$45.72,$740.90,"$1,517.80","$1,081.92","$1,796.10","$1,157.24",28.72%,6.39%,8.60%,8.25%,9.21%,$248.70,$278.30,"$1,967.80","$10,979.80",$666.30,$211.40,42.44%,9.48%,23.68%,19.14%,41.23%,2.33%,0.95%,81.09%
ITT Educational,ESI,Educational Services,8299,NYS,$95.96,1204752,38.7,"$3,464.30",150,"$3,614.30","$3,238.90",$375.40,"$1,015.30","$1,224.50",17.07,12.72,$8.69,11.04,0.79,18.44,3.41,9.25,8.70,NA,NA,3.19,2.65,31.50%,21.50%,16.00%,19.72%,0.26,0.65,0.22,0.5994,-$47.72,17.35%,0.00%,-22.15%,108.04%,NA,19.99%,34.48%,-37.5,$187.90,$623.90,-$208.80,-$43.02,$203.00,$350.10,$215.49,$372.30,$263.21,38.45%,-20.57%,10.39%,36.97%,60.17%,$17.50,$22.20,$303.70,"$1,224.50",$272.30,$0.00,0.00%,26.72%,4.33%,4.15%,44.39%,0.00%,2.00%,NA
Ituran Location & Control Ltd,ITRN,Electronics,3670,NDQ,$12.82,22578,21,$271.70,6.2,$277.90,$235.20,$42.70,$132.60,$117.10,18.23,14.69,$0.82,15.63,1.22,2.48,2.05,6.50,5.08,3.22,2.40,1.77,2.01,NA,15.00%,NA,16.43%,1.09,0.85,0.41,0.4175,$3.98,32.57%,19.28%,16.44%,13.59%,33.15%,11.24%,27.30%,73.1,$109.60,$157.90,$24.10,-$2.82,$14.90,$36.20,$24.23,$46.30,$20.25,33.07%,18.17%,15.37%,32.20%,27.04%,$16.90,$10.10,$37.50,$117.10,$18.50,$2.87,10.58%,17.16%,2.28%,2.23%,5.35%,1.06%,NA,24.12%
Ivanhoe Energy Inc,IE.TO,Petroleum (Producing),1300,TSE,$2.96,459544,279.4,$787.90,43.5,$831.40,$792.10,$39.30,$66.50,$39.70,NA,NA,NA,NA,NA,3.06,11.85,52.11,16.82,3.03,2.76,11.91,19.95,NA,NA,NA,73.72%,1.72,1.25,0.70,0.9575,$16.81,20.89%,NA,110.57%,-9.48%,5.81%,-36.69%,22.86%,261.6,$257.40,$317.30,-$2.00,$0.81,-$24.40,$15.20,$15.20,$47.10,-$1.61,0.00%,-3.01%,4.73%,59.10%,12.39%,$47.90,$31.90,$24.60,$39.70,-$30.70,$0.00,29.06%,55.66%,5.52%,5.23%,14.46%,0.00%,NA,24.36%
Ivanhoe Mines Ltd,IVN.TO,Precious Metals,1041,TSE,$15.51,1119077,375.1,"$5,832.40",159.9,"$5,992.30","$5,846.60",$145.70,NA,NA,NA,NA,NA,NA,NA,23.31,NA,NA,NA,22.11,14.61,NA,NA,NA,NA,NA,NA,-0.41,1.3,0.66,0.8288,NA,25.10%,NA,NA,-195.44%,NA,NA,NA,264.4,$250.20,$530.20,-$62.90,NA,-$489.00,NA,NA,NA,NA,0.00%,NA,2.43%,NA,27.48%,$93.60,$4.90,$27.10,NA,-$503.20,$0.00,0.00%,42.55%,2.74%,2.67%,38.99%,0.00%,NA,45.49%
IVAX Diagnostics Inc,IVD,Medical Supplies,8060,AMS,$0.51,9643,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,2.63%
Ivivi Technologies Inc,IVVI,Medical Supplies,8060,NDQ,$0.02,25993,11.2,$0.30,0,$0.30,$0.10,$0.20,$1.50,$1.90,NA,NA,NA,NA,NA,0.30,0.20,NA,NA,0.13,0.30,0.07,0.05,NA,NA,NA,-13.47%,0.74,2.05,0.90,0.9766,-$0.43,33.59%,NA,NA,-720.00%,-936.34%,-480.00%,-499.38%,0.8,$1.00,$2.40,-$0.50,-$0.13,-$7.20,-$7.49,-$7.49,-$7.19,-$7.06,0.00%,-33.33%,66.67%,13.33%,8.33%,$0.00,$0.30,$8.50,$1.90,-$8.70,$0.00,33.33%,12.50%,0.00%,0.00%,0.00%,0.00%,NA,0.42%
iVoice Inc,IVOI,Computer Software/Svcs,3579,NDQ,$0.00,11454891,422.2,$26.00,5.2,$31.20,$19.60,$11.60,$1.30,$1.20,NA,NA,NA,NA,NA,11.30,20.00,39.20,39.20,NA,NA,15.08,16.33,NA,NA,NA,-24.39%,NA,0.55,NA,NA,$0.39,NA,NA,78.46%,-152.17%,NA,-269.23%,38.46%,-4.1,$2.30,$12.80,-$5.10,$0.39,-$3.50,$0.50,$0.50,$0.50,$0.11,0.00%,-392.31%,37.18%,892.31%,90.63%,$0.00,$0.00,$0.80,$1.20,-$2.50,$0.00,1.56%,0.00%,20.00%,16.67%,69.33%,0.00%,NA,NA
Ixia,XXIA,Telecom. Equipment,4811,NDQ,$7.45,145569,63.4,$439.10,0,$439.10,$236.50,$202.60,$175.90,$162.90,NA,NA,NA,NA,NA,1.61,2.50,15.77,7.34,3.35,1.61,1.34,1.45,-4.00%,20.00%,NA,8.63%,0.77,1.05,0.32,0.382,-$9.83,43.98%,NA,-163.85%,-0.99%,8.50%,-1.53%,8.53%,70.6,$273.20,$328.40,$15.30,-$1.13,-$2.70,$15.00,$6.00,$32.20,$15.83,60.00%,8.70%,46.14%,115.18%,61.69%,$8.50,$17.20,$135.50,$162.90,-$16.30,$0.00,8.31%,5.63%,0.00%,0.00%,0.00%,0.00%,NA,46.12%
IXYS Corp,IXYS,Semiconductor,3674,NDQ,$7.41,135830,30.6,$225.40,27.2,$252.60,$197.20,$55.40,$273.60,$219.20,281.75,NA,NA,NA,NA,1.26,0.82,9.39,5.55,1.31,1.23,0.72,0.90,NA,NA,NA,-8.82%,0.55,1,0.32,0.5795,-$25.72,27.61%,0.00%,-306.22%,0.45%,5.59%,0.29%,7.68%,150.3,$178.50,$252.80,$100.70,-$20.02,$0.80,$21.00,$8.40,$35.50,$34.12,60.00%,36.81%,21.93%,20.25%,21.91%,$8.80,$14.50,$59.50,$219.20,-$15.90,$0.00,0.00%,20.93%,12.07%,10.77%,13.22%,0.00%,NA,64.17%
J. Alexander's Corp,JAX,Restaurant,5812,AMS,$3.71,6794,6.8,$23.20,21.3,$44.50,$42.00,$2.50,$139.80,$140.30,232.00,NA,NA,NA,NA,0.37,0.17,1.14,0.98,0.51,0.53,0.30,0.30,7.00%,NA,NA,-2.52%,1.53,0.9,0.50,0.5695,$8.09,25.29%,0.00%,22.03%,0.16%,44.65%,0.07%,26.25%,82.2,$63.40,$105.60,-$4.00,-$0.01,$0.10,$36.70,$36.70,$42.80,$28.61,0.00%,-2.86%,5.62%,1.79%,2.37%,$14.20,$6.10,$11.70,$140.30,-$2.30,$0.00,0.66%,81.91%,91.81%,47.87%,25.15%,0.00%,NA,38.50%
J. Crew Group,JCG,Retail (Special Lines),5600,NYS,$44.74,1785079,62.5,"$2,896.90",100,"$2,996.90","$2,850.50",$146.40,"$1,428.00","$1,505.50",52.39,41.03,$1.85,24.18,3.88,12.88,2.03,20.25,15.42,15.97,9.22,2.00,1.89,NA,13.50%,9.00%,5.36%,1.46,1.45,0.69,0.6348,$35.43,36.55%,0.00%,41.32%,24.59%,48.04%,3.87%,9.86%,178.5,$224.90,$613.80,$37.40,$2.03,$55.30,$140.80,$85.75,$184.90,$50.32,39.10%,2.62%,4.89%,10.25%,23.85%,$77.50,$44.10,$458.70,"$1,505.50",$70.60,$0.00,0.00%,32.86%,3.45%,3.34%,30.78%,0.00%,15.20%,NA
J.W. MaysInc.,MAYS,Diversified Co.,9913,NDQ,$13.50,1329,2,$29.20,10.5,$39.70,$37.40,$2.30,$16.60,$17.00,36.50,29.20,NA,NA,NA,0.72,1.76,9.35,6.68,0.77,0.78,2.25,2.20,-5.00%,NA,NA,13.55%,1.61,0.55,0.67,0.6585,-$0.38,13.36%,0.00%,-18.80%,1.99%,4.20%,4.82%,24.10%,48.5,$40.30,$55.70,$0.70,$0.02,$0.80,$4.00,$2.04,$5.60,$2.42,49.06%,4.22%,5.79%,13.86%,4.13%,$1.20,$1.60,$3.50,$17.00,$1.00,$0.00,0.00%,80.79%,35.96%,26.45%,20.67%,0.00%,NA,5.90%
J&J Snack Foods,JJSF,Food Processing,2000,NDQ,$39.96,63983,18.7,$735.70,0.5,$736.20,$675.50,$60.70,$629.40,$653.10,26.37,17.86,$2.45,16.31,2.03,2.32,1.17,9.68,6.99,2.63,2.32,1.07,1.03,11.50%,13.00%,6.50%,10.36%,0.76,0.75,0.20,0.3072,-$2.20,39.06%,35.14%,-5.19%,8.81%,16.54%,4.43%,11.09%,256.6,$316.80,$408.40,$50.40,$1.90,$27.90,$69.80,$42.45,$96.70,$44.66,39.18%,8.01%,8.25%,9.64%,14.86%,$22.80,$26.90,$143.90,$653.10,$41.20,$9.80,27.89%,22.80%,0.07%,0.07%,0.16%,1.33%,24.00%,65.68%
j2 Global Communic.,JCOM,Telecom. Services,4810,NDQ,$20.35,312843,43.6,$876.80,0,$876.80,$726.00,$150.80,$241.50,$245.30,12.08,11.20,$1.69,12.04,1.86,3.51,3.63,6.53,5.84,7.32,3.51,3.01,2.96,36.50%,6.50%,4.50%,22.08%,NA,1.05,0.22,NA,-$10.84,NA,0.00%,-13.73%,29.04%,79.55%,30.06%,46.00%,99.2,$250.00,$322.00,-$8.70,-$0.14,$72.60,$111.10,$78.92,$124.30,$89.75,28.97%,-3.60%,17.20%,62.44%,46.83%,$2.50,$13.20,$97.30,$245.30,$78.30,$0.00,34.04%,5.87%,0.00%,0.00%,0.00%,0.00%,NA,96.19%
Jabil Circuit,JBL,Electronics,3670,NYS,$17.37,3318118,206.4,"$3,537.50",1369.4,"$4,906.90","$4,134.00",$772.90,"$12,779.70","$11,390.30",18.27,45.35,NA,NA,4.57,1.30,0.28,7.10,4.81,1.25,1.20,0.32,0.36,9.00%,4.00%,0.50%,3.07%,1.94,1.25,0.70,0.6394,-$2.78,31.28%,48.81%,-0.53%,7.13%,15.91%,1.51%,4.56%,3312.2,"$2,715.70","$7,032.10",$588.50,-$63.98,$193.60,$582.50,$526.93,$858.80,$529.71,9.54%,4.60%,15.75%,6.05%,10.99%,$337.50,$276.30,$561.60,"$11,390.30",$78.00,$94.50,18.37%,19.80%,38.71%,27.91%,33.52%,2.67%,12.40%,84.62%
Jacada Ltd.,JCDA,Computer Software/Svcs,3579,NDQ,$1.47,20406,20.6,$29.70,0,$29.70,$12.90,$16.80,$13.30,$16.40,NA,NA,NA,NA,NA,0.74,2.23,NA,NA,0.56,0.74,0.97,0.79,NA,NA,NA,-36.94%,0.3,0.65,0.46,0.3788,$0.38,27.46%,NA,NA,-8.52%,-55.66%,-25.56%,-96.67%,23.1,$39.90,$52.10,$2.50,$0.58,-$3.40,-$12.86,-$12.86,-$12.16,-$13.24,0.00%,18.80%,56.57%,126.32%,32.25%,$0.50,$0.70,$19.40,$16.40,-$7.50,$0.00,6.14%,1.92%,0.00%,0.00%,0.00%,0.00%,NA,7.68%
Jack in the Box,JACK,Restaurant,5812,NDQ,$19.67,697399,56.8,"$1,142.70",518.6,"$1,661.30","$1,613.40",$47.90,"$2,890.60","$2,471.10",9.60,9.82,$2.10,9.37,0.91,2.50,0.40,5.07,3.85,1.74,1.70,0.56,0.65,11.00%,10.50%,2.50%,5.74%,NA,1,0.26,NA,$81.21,NA,0.00%,40.71%,26.03%,21.50%,4.12%,11.00%,927.8,$457.10,"$1,498.40",-$11.10,$1.61,$119.00,$318.10,$199.50,$419.10,$118.29,37.28%,-0.38%,2.88%,1.66%,3.20%,$180.60,$101.00,$288.90,"$2,471.10",$116.40,$0.00,0.00%,62.94%,45.38%,31.22%,53.15%,0.00%,3.70%,96.51%
Jackson Hewitt Tax Svce Inc,JTX,Financial Svcs. (Div.),6100,NYS,$4.40,594839,28.8,$168.20,233.3,$401.50,$401.20,$0.30,$248.30,$247.90,8.63,8.09,NA,NA,1.08,0.69,0.68,6.79,5.55,0.84,0.84,1.62,1.62,1.50%,8.00%,NA,-11.88%,0.67,0.9,0.70,0.6686,-$5.53,21.54%,0.00%,-15.84%,8.00%,7.33%,7.85%,23.80%,476.7,$243.70,$608.20,-$40.50,$0.07,$19.50,$59.10,$34.95,$72.30,$40.48,40.87%,-16.31%,0.07%,0.12%,0.05%,$7.60,$13.20,$41.60,$247.90,$20.80,$0.00,83.20%,4.55%,138.70%,58.11%,48.91%,0.00%,NA,87.02%
Jacksonville Bancorp Inc /FL/,JAXB,Bank,6000,NDQ,$9.49,2344,1.7,$16.20,34.5,$50.70,$42.00,$8.70,NA,NA,32.40,NA,NA,NA,NA,0.60,NA,3.85,3.85,0.80,0.83,NA,NA,43.00%,NA,NA,NA,0.82,0.4,0.26,0.382,NA,16.75%,0.00%,NA,1.87%,20.72%,NA,NA,52.6,$26.80,$434.00,$0.00,NA,$0.50,$10.90,$10.90,$10.90,NA,0.00%,NA,17.16%,NA,2.00%,$0.00,$0.00,$11.30,NA,-$0.10,$0.00,0.00%,0.00%,212.96%,68.05%,56.28%,0.00%,NA,8.17%
Jacksonville Bancorp Inc/Ill,JXSB,Thrift,6120,NDQ,$9.40,1623,2,$16.30,0,$16.30,$7.00,$9.30,NA,NA,18.11,11.64,NA,NA,NA,0.77,NA,2.59,2.59,0.59,0.77,NA,NA,NA,NA,NA,NA,0.16,0.35,0.34,0.424,NA,13.21%,0.00%,NA,4.27%,16.66%,NA,NA,11.8,$21.10,$267.40,$0.00,NA,$0.90,$2.70,$1.97,$2.70,NA,27.18%,NA,57.06%,NA,3.48%,$0.00,$0.00,$6.60,NA,$1.40,$0.00,1.05%,2.47%,0.00%,0.00%,0.00%,0.00%,NA,0.31%
Jaclyn Inc.,JCLY,Apparel,2300,NDQ,$6.20,1714,2.3,$14.90,14.7,$29.60,$29.10,$0.50,$166.90,$175.20,7.45,5.14,NA,NA,NA,0.77,0.09,6.33,5.71,0.87,0.87,0.17,0.17,32.50%,NA,NA,9.88%,NA,0.7,0.60,NA,$1.42,NA,0.00%,53.07%,10.36%,8.00%,1.20%,2.76%,33.5,$19.30,$53.90,$26.60,$1.32,$2.00,$4.60,$2.68,$5.10,$1.26,41.72%,15.94%,1.69%,0.30%,0.93%,$0.60,$0.50,$35.60,$175.20,$2.90,$0.00,6.12%,7.24%,98.66%,49.66%,43.24%,0.00%,NA,NA
Jaco Electrs Inc,JACO,Semiconductor,3674,NDQ,$0.49,8604,6.3,$2.00,31.4,$33.40,$33.40,$0.00,$193.70,$123.20,NA,NA,NA,NA,NA,0.09,0.01,15.18,11.52,0.61,0.61,0.17,0.27,NA,NA,NA,-19.36%,0.89,0.8,0.39,0.7396,-$13.52,17.31%,NA,-614.58%,-39.39%,4.04%,-4.70%,1.14%,54.5,$23.10,$89.10,$35.50,-$12.92,-$9.10,$2.20,$2.20,$2.90,$15.72,0.00%,18.33%,0.00%,0.00%,0.00%,$0.10,$0.70,$29.90,$123.20,-$25.40,$0.00,18.97%,1.12%,1570.00%,94.01%,57.61%,0.00%,NA,9.56%
Jacobs Engineering,JEC,Heavy Construction,1629,NYS,$37.61,2333181,124.2,"$4,780.30",18.2,"$4,798.50","$3,764.90","$1,033.60","$11,467.40","$11,467.40",11.95,11.95,$2.60,14.47,1.59,1.82,0.42,5.33,4.75,2.34,1.81,0.33,0.33,22.50%,7.50%,9.50%,0.66%,1.35,1.45,0.29,0.4563,-$30.80,50.84%,0.00%,-6.81%,15.23%,28.09%,3.49%,6.16%,1610.5,"$2,625.90","$4,428.60",$506.40,$0.00,$399.90,$706.90,$452.42,$793.20,$483.22,36.00%,4.42%,21.54%,9.01%,23.34%,$55.50,$86.30,$940.30,"$11,467.40",$399.90,$0.00,21.00%,5.43%,0.38%,0.38%,0.69%,0.00%,5.09%,77.24%
Jacobs Financial Group Inc,JFGI,Financial Svcs. (Div.),6100,NDQ,$0.02,39726,179.7,$1.90,4,$5.90,$5.40,$0.50,$0.90,$0.60,NA,NA,NA,NA,NA,NA,2.11,NA,NA,NA,NA,6.00,9.00,NA,NA,NA,24.39%,NA,0.15,NA,NA,$0.33,NA,NA,NA,NA,NA,-155.56%,-100.78%,-8.1,-$11.60,$7.00,-$1.00,$0.33,-$1.40,-$0.91,-$0.91,-$0.91,-$1.24,0.00%,-111.11%,8.47%,55.56%,7.14%,$0.00,$0.00,$1.50,$0.60,-$1.30,$0.00,2.86%,0.00%,210.53%,67.80%,NA,0.00%,NA,NA
Jade Art Group Inc,JADA,Metals & Mining (Div.),1000,NDQ,$0.68,102705,80,$50.40,0,$50.40,$50.30,$0.10,$30.50,NA,3.25,NA,NA,NA,NA,0.80,1.65,1.98,1.78,0.80,0.80,1.65,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,0.00%,NA,24.53%,28.04%,50.82%,83.28%,63.1,$63.20,$67.60,-$2.80,NA,$15.50,$25.40,$17.69,$28.30,NA,30.34%,-9.18%,0.20%,0.33%,0.15%,$0.00,$2.90,$2.80,NA,NA,$0.00,97.63%,0.00%,0.00%,0.00%,0.00%,0.00%,NA,NA
Jaguar Mng (Canadian),JAG.TO,Precious Metals,1041,TSE,$11.81,384912,64,$772.30,74,$846.30,$825.70,$20.60,$93.70,NA,NA,NA,NA,NA,NA,3.93,8.24,34.99,22.32,3.30,3.13,8.81,NA,NA,NA,NA,70.61%,NA,1,0.47,NA,NA,NA,NA,NA,-2.34%,9.44%,-4.91%,25.19%,250.1,$196.70,$303.80,-$0.50,NA,-$4.60,$23.60,$23.60,$37.00,NA,0.00%,-0.53%,2.43%,21.99%,6.78%,$89.30,$13.40,$13.40,NA,NA,$0.00,0.00%,74.85%,9.58%,8.74%,27.34%,0.00%,NA,49.02%
JAKKS Pacific Inc,JAKK,Recreation,7900,NDQ,$12.12,296446,27.5,$346.60,98.4,$445.00,$275.30,$169.70,$903.40,$874.30,4.23,NA,$0.99,12.24,0.54,0.46,0.38,2.56,2.04,0.41,0.53,0.30,0.31,17.00%,7.83%,NA,8.29%,0.62,0.9,0.35,0.3961,-$10.32,36.35%,0.00%,-11.47%,10.98%,13.31%,9.08%,11.90%,675.7,$747.00,"$1,028.10",$155.80,-$5.02,$82.00,$107.50,$89.92,$135.10,$100.24,16.35%,17.25%,38.13%,18.78%,16.51%,$22.30,$27.60,$241.30,$874.30,-$96.70,$0.00,44.81%,2.77%,28.39%,22.11%,11.64%,0.00%,NA,92.51%
Jamba Inc,JMBA,Restaurant,5812,NDQ,$1.68,436046,54.7,$91.20,23.3,$114.50,$93.70,$20.80,$342.90,$307.10,NA,NA,NA,NA,NA,2.26,0.27,NA,4.81,2.18,1.80,0.27,0.31,NA,NA,NA,4.04%,2.2,1.3,0.72,0.903,$9.93,23.03%,NA,NA,-369.31%,-12.15%,-43.51%,-1.52%,42.9,$40.40,$145.70,-$42.40,$4.43,-$149.20,-$5.21,-$5.21,$19.49,-$15.14,0.00%,-12.37%,18.17%,6.07%,14.28%,$30.20,$24.70,$93.80,$307.10,-$54.60,$0.00,2.06%,65.34%,25.55%,20.35%,36.58%,0.00%,NA,17.22%
James River Coal Co,JRCC,Coal,1220,NDQ,$18.49,1214974,26.7,$522.20,168,$690.20,$686.90,$3.30,$568.50,$672.80,NA,18.01,$2.43,7.61,NA,8.01,0.92,81.77,8.44,2.99,2.96,1.21,1.02,NA,6.00%,NA,-10.37%,1.72,2.1,0.48,1.0519,-$5.69,31.94%,NA,-67.78%,-123.31%,3.65%,-14.14%,1.48%,229.9,$65.20,$463.50,-$40.30,-$7.39,-$80.40,$8.40,$8.40,$81.40,$14.09,0.00%,-7.09%,0.48%,0.58%,0.71%,$74.70,$73.00,$35.00,$672.80,$29.00,$0.00,5.72%,74.39%,32.17%,24.34%,72.04%,0.00%,NA,87.41%
Janel World Trade Ltd,JLWT,Air Transport,4510,NDQ,$0.65,6304,17,$11.70,4.3,$16.00,$13.50,$2.50,$82.70,$78.30,58.50,NA,NA,NA,NA,2.39,0.14,33.75,11.25,2.01,1.74,0.16,0.17,33.00%,NA,NA,9.52%,0.93,0.35,0.52,0.7963,-$0.83,7.03%,0.00%,-206.92%,4.08%,5.97%,0.24%,0.48%,6.7,$4.90,$13.50,$2.40,-$0.13,$0.20,$0.40,$0.40,$1.20,$1.23,0.00%,2.90%,15.63%,3.02%,18.52%,$0.10,$0.80,$9.50,$78.30,NA,$0.00,22.22%,2.22%,36.75%,26.88%,46.74%,0.00%,NA,NA
Janus Capital Group,JNS,Financial Svcs. (Div.),6100,NYS,$13.45,3697760,158.1,"$2,422.40",1128,"$3,550.40","$3,142.50",$407.90,"$1,037.90",$775.20,17.50,59.67,$0.56,24.02,NA,1.51,2.33,8.42,7.60,1.35,1.30,3.03,4.05,-15.00%,-1.50%,1.00%,0.43%,2.78,1.9,0.62,0.6852,-$30.58,44.37%,0.58%,-12.28%,8.61%,10.70%,13.33%,35.97%,2328.2,"$1,608.10","$3,336.70",$41.40,-$10.48,$138.40,$373.30,$249.11,$413.50,$279.69,33.27%,3.99%,11.49%,39.30%,12.22%,$20.10,$40.20,$303.20,$775.20,$40.60,$0.80,79.17%,1.53%,46.57%,31.77%,41.23%,0.03%,4.70%,92.59%
Japan Equity Fund,JEQ,Investment Co.(Foreign),6730,NYS,$5.24,58120,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.8,0.24,0.2046,NA,62.56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,31.72%
Japan Smaller Cap Fd,JOF,Investment Co.(Foreign),6730,NYS,$7.32,108032,0,$0.00,0,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.85,0.22,0.246,NA,55.28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,0.00%,NA,NA,NA,NA,$0.00,$0.00,$0.00,NA,NA,$0.00,NA,NA,NA,NA,NA,NA,NA,15.14%
